Name,Label,Domain,Range,URI,Count,MVE,OE,Sparql-Template,Generator-Query-Template
management,management,owl:Thing,owl:Thing,http://dbpedia.org/ontology/management,205,what is the management of <A>,what is the management of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/management> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/management> [] . ?a a <http://dbpedia.org/ontology/Place> }
manufactory,manufactory,owl:Thing,Factory,http://dbpedia.org/ontology/manufactory,86,what is the manufactory of <A>,what is the manufactory of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/manufactory> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/manufactory> [] . ?a a <http://dbpedia.org/ontology/Place> }
manufacturer,manufacturer,owl:Thing,Organisation,http://dbpedia.org/ontology/manufacturer,38671,what is the manufacturer of <A>,what is the manufacturer of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/manufacturer> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/manufacturer> [] . ?a a <http://dbpedia.org/ontology/Place> }
map,map,Place,owl:Thing,http://dbpedia.org/ontology/map,122,what is the map of <A>,what is the map of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/map> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/map> [] . ?a a <http://dbpedia.org/ontology/Place> }
mapCaption,map caption,Place,xsd:string,http://dbpedia.org/ontology/mapCaption,51,what is the map caption of <A>,what is the map caption of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/mapCaption> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/mapCaption> [] . ?a a <http://dbpedia.org/ontology/Place> }
mascot,mascot,owl:Thing,xsd:string,http://dbpedia.org/ontology/mascot,15208,what is the mascot of <A>,what is the mascot of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/mascot> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/mascot> [] . ?a a <http://dbpedia.org/ontology/Place> }
mass,mass,owl:Thing,Mass,http://dbpedia.org/ontology/mass,274,what is the mass of <A>,what is the mass of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/mass> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/mass> [] . ?a a <http://dbpedia.org/ontology/Place> }
material,material,owl:Thing,owl:Thing,http://dbpedia.org/ontology/material,384,what is the material of <A>,what is the material of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/material> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/material> [] . ?a a <http://dbpedia.org/ontology/Place> }
maximumDepth,maximum depth,Place,Length,http://dbpedia.org/ontology/maximumDepth,5251,what is the maximum depth of <A>,what is the maximum depth of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/maximumDepth> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/maximumDepth> [] . ?a a <http://dbpedia.org/ontology/Place> }
maximumElevation,maximum elevation,Place,Length,http://dbpedia.org/ontology/maximumElevation,40355,what is the maximum elevation of <A>,what is the maximum elevation of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/maximumElevation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/maximumElevation> [] . ?a a <http://dbpedia.org/ontology/Place> }
mayor,mayor,owl:Thing,Mayor,http://dbpedia.org/ontology/mayor,417,what is the mayor of <A>,what is the mayor of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/mayor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/mayor> [] . ?a a <http://dbpedia.org/ontology/Place> }
mbaId,MBA Id,owl:Thing,xsd:string,http://dbpedia.org/ontology/mbaId,65,what is the MBA Id of <A>,what is the MBA Id of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/mbaId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/mbaId> [] . ?a a <http://dbpedia.org/ontology/Place> }
meaning,meaning,owl:Thing,xsd:string,http://dbpedia.org/ontology/meaning,3549,what is the meaning of <A>,what is the meaning of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/meaning> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/meaning> [] . ?a a <http://dbpedia.org/ontology/Place> }
medlinePlus,MedlinePlus,owl:Thing,xsd:string,http://dbpedia.org/ontology/medlinePlus,2794,what is the MedlinePlus of <A>,what is the MedlinePlus of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/medlinePlus> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/medlinePlus> [] . ?a a <http://dbpedia.org/ontology/Place> }
militaryUnitSize,military unit size,owl:Thing,xsd:string,http://dbpedia.org/ontology/militaryUnitSize,9339,what is the military unit size of <A>,what is the military unit size of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/militaryUnitSize> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/militaryUnitSize> [] . ?a a <http://dbpedia.org/ontology/Place> }
minimumElevation,minimum elevation,Place,Length,http://dbpedia.org/ontology/minimumElevation,39499,what is the minimum elevation of <A>,what is the minimum elevation of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/minimumElevation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/minimumElevation> [] . ?a a <http://dbpedia.org/ontology/Place> }
minister,minister,owl:Thing,Politician,http://dbpedia.org/ontology/minister,1749,what is the minister of <A>,what is the minister of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/minister> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/minister> [] . ?a a <http://dbpedia.org/ontology/Place> }
mission,mission,owl:Thing,SpaceMission,http://dbpedia.org/ontology/mission,564,what is the mission of <A>,what is the mission of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/mission> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/mission> [] . ?a a <http://dbpedia.org/ontology/Place> }
monarch,monarch,owl:Thing,Person,http://dbpedia.org/ontology/monarch,735,who is the monarch of <A>,who is the monarch of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/monarch> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/monarch> [] . ?a a <http://dbpedia.org/ontology/Place> }
month,month,owl:Thing,xsd:string,http://dbpedia.org/ontology/month,88,what is the month of <A>,what is the month of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/month> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/month> [] . ?a a <http://dbpedia.org/ontology/Place> }
motto,motto,owl:Thing,xsd:string,http://dbpedia.org/ontology/motto,43839,what is the motto of <A>,what is the motto of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/motto> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/motto> [] . ?a a <http://dbpedia.org/ontology/Place> }
mouthElevation,mouth elevation,owl:Thing,Length,http://dbpedia.org/ontology/mouthElevation,10370,what is the mouth elevation of <A>,what is the mouth elevation of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/mouthElevation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/mouthElevation> [] . ?a a <http://dbpedia.org/ontology/Place> }
municipality,municipality,owl:Thing,PopulatedPlace,http://dbpedia.org/ontology/municipality,784,what is the municipality of <A>,what is the municipality of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/municipality> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/municipality> [] . ?a a <http://dbpedia.org/ontology/Place> }
municipalityCode,municipality code,Place,xsd:string,http://dbpedia.org/ontology/municipalityCode,2782,what is the municipality code of <A>,what is the municipality code of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/municipalityCode> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/municipalityCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
name,name,owl:Thing,rdf:langString,http://dbpedia.org/ontology/name,1453,what is the name of <A>,what is the name of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/name> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/name> [] . ?a a <http://dbpedia.org/ontology/Place> }
namedAfter,named after,owl:Thing,owl:Thing,http://dbpedia.org/ontology/namedAfter,3426,what is the named after of <A>,what is the named after of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/namedAfter> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/namedAfter> [] . ?a a <http://dbpedia.org/ontology/Place> }
nationalTopographicSystemMapNumber,National Topographic System map number,Place,xsd:string,http://dbpedia.org/ontology/nationalTopographicSystemMapNumber,7367,what is the National Topographic System map number of <A>,what is the National Topographic System map number of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/nationalTopographicSystemMapNumber> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/nationalTopographicSystemMapNumber> [] . ?a a <http://dbpedia.org/ontology/Place> }
ndlId,NDL id,owl:Thing,xsd:string,http://dbpedia.org/ontology/ndlId,26,what is the NDL id of <A>,what is the NDL id of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/ndlId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/ndlId> [] . ?a a <http://dbpedia.org/ontology/Place> }
nearestCity,nearest city,Place,PopulatedPlace,http://dbpedia.org/ontology/nearestCity,18022,what is the nearest city of <A>,what is the nearest city of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/nearestCity> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/nearestCity> [] . ?a a <http://dbpedia.org/ontology/Place> }
newspaper,newspaper,owl:Thing,PeriodicalLiterature,http://dbpedia.org/ontology/newspaper,1,what is the newspaper of <A>,what is the newspaper of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/newspaper> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/newspaper> [] . ?a a <http://dbpedia.org/ontology/Place> }
nlaId,NLA Id,owl:Thing,xsd:string,http://dbpedia.org/ontology/nlaId,18,what is the NLA Id of <A>,what is the NLA Id of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/nlaId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/nlaId> [] . ?a a <http://dbpedia.org/ontology/Place> }
nominee,nominee,owl:Thing,Person,http://dbpedia.org/ontology/nominee,18,who is the nominee of <A>,who is the nominee of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/nominee> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/nominee> [] . ?a a <http://dbpedia.org/ontology/Place> }
notableWork,notable work,owl:Thing,Work,http://dbpedia.org/ontology/notableWork,5954,what is the notable work of <A>,what is the notable work of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/notableWork> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/notableWork> [] . ?a a <http://dbpedia.org/ontology/Place> }
notes,notes,owl:Thing,xsd:string,http://dbpedia.org/ontology/notes,516,what is the notes of <A>,what is the notes of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/notes> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/notes> [] . ?a a <http://dbpedia.org/ontology/Place> }
number,number,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/number,89441,what is the number of <A>,what is the number of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/number> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/number> [] . ?a a <http://dbpedia.org/ontology/Place> }
numberOfVisitors,number of visitors,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/numberOfVisitors,2039,what is the number of visitors of <A>,what is the number of visitors of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/numberOfVisitors> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/numberOfVisitors> [] . ?a a <http://dbpedia.org/ontology/Place> }
occupation,occupation,owl:Thing,PersonFunction,http://dbpedia.org/ontology/occupation,293862,who is the occupation of <A>,who is the occupation of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/occupation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/occupation> [] . ?a a <http://dbpedia.org/ontology/Place> }
office,(political) office,owl:Thing,xsd:string,http://dbpedia.org/ontology/office,220717,what is the (political) office of <A>,what is the (political) office of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/office> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/office> [] . ?a a <http://dbpedia.org/ontology/Place> }
openingDate,opening date,owl:Thing,xsd:date,http://dbpedia.org/ontology/openingDate,37980,what is the opening date of <A>,what is the opening date of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/openingDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/openingDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
openingYear,opening year,owl:Thing,xsd:gYear,http://dbpedia.org/ontology/openingYear,53121,what is the opening year of <A>,what is the opening year of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/openingYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/openingYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
operator,operator,owl:Thing,owl:Thing,http://dbpedia.org/ontology/operator,22766,what is the operator of <A>,what is the operator of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/operator> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/operator> [] . ?a a <http://dbpedia.org/ontology/Place> }
orbits,orbits,owl:Thing,xsd:integer,http://dbpedia.org/ontology/orbits,1,what is the orbits of <A>,what is the orbits of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/orbits> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/orbits> [] . ?a a <http://dbpedia.org/ontology/Place> }
orcidId,ORCID Id,owl:Thing,xsd:string,http://dbpedia.org/ontology/orcidId,89,what is the ORCID Id of <A>,what is the ORCID Id of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/orcidId> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/orcidId> [] . ?a a <http://dbpedia.org/ontology/Place> }
orderInOffice,order in office,owl:Thing,xsd:string,http://dbpedia.org/ontology/orderInOffice,8425,what is the order in office of <A>,what is the order in office of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/orderInOffice> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/orderInOffice> [] . ?a a <http://dbpedia.org/ontology/Place> }
organisation,organisation,owl:Thing,Organisation,http://dbpedia.org/ontology/organisation,501,what is the organisation of <A>,what is the organisation of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/organisation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/organisation> [] . ?a a <http://dbpedia.org/ontology/Place> }
origin,origin,owl:Thing,PopulatedPlace,http://dbpedia.org/ontology/origin,10790,what is the origin of <A>,what is the origin of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/origin> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/origin> [] . ?a a <http://dbpedia.org/ontology/Place> }
originalName,original name,owl:Thing,rdf:langString,http://dbpedia.org/ontology/originalName,143654,what is the original name of <A>,what is the original name of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/originalName> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/originalName> [] . ?a a <http://dbpedia.org/ontology/Place> }
originallyUsedFor,originally used for,owl:Thing,xsd:string,http://dbpedia.org/ontology/originallyUsedFor,61,what is the originally used for of <A>,what is the originally used for of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/originallyUsedFor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/originallyUsedFor> [] . ?a a <http://dbpedia.org/ontology/Place> }
owner,owner,owl:Thing,Agent,http://dbpedia.org/ontology/owner,75264,what is the owner of <A>,what is the owner of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/owner> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/owner> [] . ?a a <http://dbpedia.org/ontology/Place> }
owningCompany,owning company,owl:Thing,Company,http://dbpedia.org/ontology/owningCompany,12936,what is the owning company of <A>,what is the owning company of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/owningCompany> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/owningCompany> [] . ?a a <http://dbpedia.org/ontology/Place> }
owningOrganisation,owning organisation,owl:Thing,Organisation,http://dbpedia.org/ontology/owningOrganisation,19563,what is the owning organisation of <A>,what is the owning organisation of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/owningOrganisation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/owningOrganisation> [] . ?a a <http://dbpedia.org/ontology/Place> }
parentCompany,parent company,owl:Thing,Company,http://dbpedia.org/ontology/parentCompany,15298,what is the parent company of <A>,what is the parent company of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/parentCompany> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/parentCompany> [] . ?a a <http://dbpedia.org/ontology/Place> }
part,part,owl:Thing,owl:Thing,http://dbpedia.org/ontology/part,4018,what is the part of <A>,what is the part of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/part> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/part> [] . ?a a <http://dbpedia.org/ontology/Place> }
partialFailedLaunches,partial failed launches,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/partialFailedLaunches,92,what is the partial failed launches of <A>,what is the partial failed launches of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/partialFailedLaunches> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/partialFailedLaunches> [] . ?a a <http://dbpedia.org/ontology/Place> }
party,party,owl:Thing,PoliticalParty,http://dbpedia.org/ontology/party,128760,what is the party of <A>,what is the party of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/party> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/party> [] . ?a a <http://dbpedia.org/ontology/Place> }
patronSaint,patron saint,owl:Thing,Person,http://dbpedia.org/ontology/patronSaint,406,who is the patron saint of <A>,who is the patron saint of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/patronSaint> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/patronSaint> [] . ?a a <http://dbpedia.org/ontology/Place> }
percentageOfAreaWater,percentage of area water,owl:Thing,xsd:float,http://dbpedia.org/ontology/percentageOfAreaWater,10392,what is the percentage of area water of <A>,what is the percentage of area water of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/percentageOfAreaWater> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/percentageOfAreaWater> [] . ?a a <http://dbpedia.org/ontology/Place> }
picture,picture,owl:Thing,owl:Thing,http://dbpedia.org/ontology/picture,4219,what is the picture of <A>,what is the picture of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/picture> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/picture> [] . ?a a <http://dbpedia.org/ontology/Place> }
place,Relates an entity to the populated place in which it is located.,owl:Thing,PopulatedPlace,http://dbpedia.org/ontology/place,16679,what is the Relates an entity to the populated place in which it is located. of <A>,what is the Relates an entity to the populated place in which it is located. of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/place> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/place> [] . ?a a <http://dbpedia.org/ontology/Place> }
politicalLeader,political leader,Place,PersonFunction,http://dbpedia.org/ontology/politicalLeader,67019,who is the political leader of <A>,who is the political leader of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/politicalLeader> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/politicalLeader> [] . ?a a <http://dbpedia.org/ontology/Place> }
populationTotal,population total,owl:Thing,xsd:nonNegativeInteger,http://dbpedia.org/ontology/populationTotal,317577,what is the population total of <A>,what is the population total of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/populationTotal> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/populationTotal> [] . ?a a <http://dbpedia.org/ontology/Place> }
portfolio,portfolio,owl:Thing,xsd:string,http://dbpedia.org/ontology/portfolio,278,what is the portfolio of <A>,what is the portfolio of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/portfolio> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/portfolio> [] . ?a a <http://dbpedia.org/ontology/Place> }
position,position,owl:Thing,owl:Thing,http://dbpedia.org/ontology/position,307787,what is the position of <A>,what is the position of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/position> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/position> [] . ?a a <http://dbpedia.org/ontology/Place> }
postalCode,postal code,owl:Thing,xsd:string,http://dbpedia.org/ontology/postalCode,216510,what is the postal code of <A>,what is the postal code of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/postalCode> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/postalCode> [] . ?a a <http://dbpedia.org/ontology/Place> }
predecessor,predecessor,owl:Thing,owl:Thing,http://dbpedia.org/ontology/predecessor,215981,what is the predecessor of <A>,what is the predecessor of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/predecessor> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/predecessor> [] . ?a a <http://dbpedia.org/ontology/Place> }
president,president,owl:Thing,Person,http://dbpedia.org/ontology/president,30535,who is the president of <A>,who is the president of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/president> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/president> [] . ?a a <http://dbpedia.org/ontology/Place> }
primeMinister,prime minister,owl:Thing,Person,http://dbpedia.org/ontology/primeMinister,28726,who is the prime minister of <A>,who is the prime minister of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/primeMinister> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/primeMinister> [] . ?a a <http://dbpedia.org/ontology/Place> }
productionEndDate,production end date,owl:Thing,xsd:date,http://dbpedia.org/ontology/productionEndDate,22,what is the production end date of <A>,what is the production end date of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/productionEndDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/productionEndDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
productionEndYear,production end year,owl:Thing,xsd:gYear,http://dbpedia.org/ontology/productionEndYear,10212,what is the production end year of <A>,what is the production end year of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/productionEndYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/productionEndYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
productionStartDate,production start date,owl:Thing,xsd:date,http://dbpedia.org/ontology/productionStartDate,33,what is the production start date of <A>,what is the production start date of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/productionStartDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/productionStartDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
productionStartYear,production start year,owl:Thing,xsd:gYear,http://dbpedia.org/ontology/productionStartYear,13055,what is the production start year of <A>,what is the production start year of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/productionStartYear> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/productionStartYear> [] . ?a a <http://dbpedia.org/ontology/Place> }
prominence,prominence,owl:Thing,Length,http://dbpedia.org/ontology/prominence,9185,what is the prominence of <A>,what is the prominence of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/prominence> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/prominence> [] . ?a a <http://dbpedia.org/ontology/Place> }
pronunciation,pronunciation,owl:Thing,xsd:string,http://dbpedia.org/ontology/pronunciation,71,what is the pronunciation of <A>,what is the pronunciation of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/pronunciation> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/pronunciation> [] . ?a a <http://dbpedia.org/ontology/Place> }
province,province,Place,Province,http://dbpedia.org/ontology/province,14478,what is the province of <A>,what is the province of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/province> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/province> [] . ?a a <http://dbpedia.org/ontology/Place> }
publicationDate,publication date,owl:Thing,xsd:date,http://dbpedia.org/ontology/publicationDate,5066,what is the publication date of <A>,what is the publication date of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/publicationDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/publicationDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
purpose,purpose,owl:Thing,xsd:string,http://dbpedia.org/ontology/purpose,9504,what is the purpose of <A>,what is the purpose of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/purpose> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/purpose> [] . ?a a <http://dbpedia.org/ontology/Place> }
quote,quote,Place,xsd:string,http://dbpedia.org/ontology/quote,735,what is the quote of <A>,what is the quote of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/quote> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/quote> [] . ?a a <http://dbpedia.org/ontology/Place> }
race,race,owl:Thing,Race,http://dbpedia.org/ontology/race,5844,what is the race of <A>,what is the race of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/race> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/race> [] . ?a a <http://dbpedia.org/ontology/Place> }
raceHorse,race horse,owl:Thing,Horse,http://dbpedia.org/ontology/raceHorse,945,what is the race horse of <A>,what is the race horse of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/raceHorse> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/raceHorse> [] . ?a a <http://dbpedia.org/ontology/Place> }
rating,rating,owl:Thing,xsd:float,http://dbpedia.org/ontology/rating,260,what is the rating of <A>,what is the rating of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/rating> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/rating> [] . ?a a <http://dbpedia.org/ontology/Place> }
rebuildDate,rebuild date,owl:Thing,xsd:date,http://dbpedia.org/ontology/rebuildDate,7,what is the rebuild date of <A>,what is the rebuild date of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/rebuildDate> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/rebuildDate> [] . ?a a <http://dbpedia.org/ontology/Place> }
recordLabel,record label,owl:Thing,RecordLabel,http://dbpedia.org/ontology/recordLabel,107946,what is the record label of <A>,what is the record label of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/recordLabel> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/recordLabel> [] . ?a a <http://dbpedia.org/ontology/Place> }
region,region,owl:Thing,Place,http://dbpedia.org/ontology/region,21787,what is the region of <A>,what is the region of <A>,SELECT ?x WHERE { <A> <http://dbpedia.org/ontology/region> ?x },SELECT ?a WHERE { ?a <http://dbpedia.org/ontology/region> [] . ?a a <http://dbpedia.org/ontology/Place> }
